"","Codigo.particpante","Promedio_Acumulado","Edad_a..os","Sexo.","Grado_Escolar","Colegio","Ciudad_Residencia","Nacionalidad","CI_._Factor.g.R","TA_Total","CI_Total","PE_total","Grit.S","EP_Total","O_total","CP_Total","ESP_Total","PE_Total","DA_Total","Preocupaci..n_perfeccionista","Esfuerzo_Perfeccionista","Perfeccionismo_de_.Frost","PA1","PA2","PA3","PA4","PA5","PA6","PA7","PA8","PA9","PA10","PA11","PA12","PA13","PA14","PA15","PA16","PA.Total","PSP1","PSP2","PSP3","PSP4","PSP5","PSP6","PSP7","PSP8","PSP9","PSP_Total","POO1","POO2","POO3","POO4","POO5","POO6","POO7","POO_Total","iq_g_115","iq_g_128","iq_g_median","even_odd","location","total_score_oros"
"323",323,"",13,"2",7,6,1,1,108,5,1.875,1.875,1.875,14,22,14,13,19,10,57,35,92,1,1,1,1,1,1,1,1,2,2,3,1,1,1,2,1,21,1,1,2,1,1,1,1,1,1,10,1,1,1,1,1,1,1,7,"below115","below128","above_m","odd","col",38
"324",324,"3.2",14,"2",8,5,3,1,101,9,1.25,4.0625,2.65625,15,19,11,27,21,14,61,46,107,3,2,3,2,2,3,1,1,2,3,3,3,3,3,2,1,37,2,3,2,3,2,1,1,1,2,17,1,2,3,1,1,1,2,11,"below115","below128","below_m","even","col",65
"325",325,"",14,"1",9,7,5,2,101,21,3.125,2.8125,2.96875,22,28,14,34,30,14,80,62,142,3,3,2,2,3,3,2,2,3,2,3,2,2,1,3,2,38,3,3,3,3,2,3,3,2,3,25,1,1,1,1,3,1,2,10,"below115","below128","below_m","odd","mex",73
"326",326,"4.2",11,"1",6,2,1,1,115,23,3.4375,4.375,3.90625,19,28,18,29,36,15,88,57,145,3,2,2,2,2,2,2,3,3,3,3,1,2,3,3,3,39,3,3,2,3,3,3,2,3,3,25,2,2,1,1,1,1,1,9,"below115","below128","above_m","even","col",73
"327",327,"",12,"2",8,7,5,2,89,24,5,5,5,23,27,19,29,35,18,95,56,151,2,2,3,3,3,1,2,2,1,3,2,3,3,3,3,3,39,3,3,3,3,3,3,1,3,3,25,2,1,3,2,1,1,1,11,"below115","below128","below_m","odd","mex",75
"328",328,"",14,"2",9,3,4,1,101,24,2.8125,4.6875,3.75,21,28,7,31,33,19,80,59,139,2,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,44,3,3,3,3,2,1,3,3,2,23,1,1,1,1,2,1,1,8,"below115","below128","below_m","even","col",75
"329",329,"",14,"1",8,3,4,1,111,18,3.125,2.5,2.8125,21,22,13,26,36,14,84,48,132,3,3,3,2,3,1,3,3,2,3,2,2,3,3,3,2,41,3,3,2,3,2,2,1,3,2,21,1,1,1,1,1,1,1,7,"below115","below128","above_m","odd","col",69
"330",330,"3.7",14,"1",8,4,1,1,90,25,3.125,2.8125,2.96875,21,28,14,29,33,15,83,57,140,2,3,2,2,2,2,2,1,2,3,2,3,2,3,3,2,36,2,2,2,2,2,1,2,2,2,17,1,1,2,1,2,1,2,10,"below115","below128","below_m","even","col",63
"331",331,"",13,"1",9,6,1,1,91,22,1.875,3.75,2.8125,22,25,16,26,26,16,80,51,131,3,3,2,2,2,2,3,2,2,3,2,2,3,3,2,1,37,3,3,2,3,2,2,1,3,3,22,1,1,1,1,2,1,1,8,"below115","below128","below_m","odd","col",67
"332",332,"",11,"1",6,10,5,2,81,24,1.875,1.25,1.5625,22,29,20,26,33,20,95,55,150,3,3,3,3,2,3,2,2,2,3,3,3,3,3,2,3,43,3,3,3,3,3,3,3,3,3,27,1,1,1,1,1,1,1,7,"below115","below128","below_m","even","mex",77
"333",333,"",13,"1",8,7,5,2,100,13,2.5,1.5625,2.03125,11,18,11,16,20,10,52,34,86,1,1,2,2,1,2,1,1,2,2,1,1,2,1,1,2,23,1,1,1,1,1,1,1,2,1,10,1,1,2,1,1,1,1,8,"below115","below128","below_m","odd","mex",41
"334",334,"",13,"1",6,6,1,1,107,20,2.8125,2.8125,2.8125,17,23,13,24,38,18,86,47,133,2,2,3,3,2,1,3,2,1,2,3,3,1,1,3,3,35,2,1,3,3,1,1,1,3,3,18,1,1,1,1,2,3,1,10,"below115","below128","above_m","even","col",63
"335",335,"3.5",14,"2",8,5,3,1,98,20,2.5,3.125,2.8125,11,28,11,29,18,12,52,57,109,1,2,2,3,2,1,2,1,2,1,2,1,1,1,1,1,24,1,1,1,2,1,1,1,1,1,10,1,1,1,1,2,1,1,8,"below115","below128","below_m","odd","col",42
"336",336,"",11,"2",7,8,6,2,117,24,1.875,4.375,3.125,22,27,15,26,23,9,69,53,122,3,2,2,2,3,2,2,2,2,2,1,1,2,1,3,2,32,3,2,2,3,1,1,1,1,2,16,1,2,3,1,1,1,2,11,"above115","below128","above_m","even","mex",59
"337",337,"",13,"2",6,6,1,3,107,23,2.8125,3.75,3.28125,20,24,9,23,9,12,50,47,97,2,3,2,1,2,3,2,2,1,3,1,2,3,1,2,1,31,3,1,3,3,1,1,1,3,3,19,1,2,1,1,2,1,1,9,"below115","below128","above_m","odd","col",59
"338",338,"",13,"2",9,8,6,2,112,22,2.8125,2.5,2.65625,18,23,10,21,25,15,68,44,112,2,3,2,2,3,3,2,2,2,3,2,3,2,3,2,3,39,2,3,2,2,2,1,1,1,3,17,1,2,1,1,1,1,1,8,"below115","below128","above_m","even","mex",64
"339",339,"",11,"2",6,10,5,2,90,25,4.6875,4.375,4.53125,25,28,19,34,42,19,105,62,167,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,46,3,3,3,3,3,3,3,3,3,27,2,3,3,3,3,3,1,18,"below115","below128","below_m","odd","mex",91
"340",340,"",13,"2",7,6,1,3,90,12,2.5,3.75,3.125,23,25,19,30,39,20,101,55,156,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,3,39,3,3,3,3,3,3,3,3,3,27,2,3,2,1,2,2,1,13,"below115","below128","below_m","even","col",79
"341",341,"3.6",13,"2",7,5,3,1,95,23,3.4375,3.4375,3.4375,20,26,10,32,28,15,73,58,131,3,3,2,1,1,2,3,3,2,3,3,3,2,2,3,2,38,3,2,3,3,2,3,3,2,3,24,3,3,2,3,3,3,3,20,"below115","below128","below_m","odd","col",82
"342",342,"3.8",13,"2",8,5,3,1,81,19,2.8125,4.0625,3.4375,21,24,16,24,30,17,84,48,132,2,3,2,3,3,3,2,3,3,3,2,3,2,3,3,3,43,3,3,1,3,3,2,1,2,3,21,1,1,2,1,2,2,1,10,"below115","below128","below_m","even","col",74
"343",343,"3.4",12,"1",6,5,3,1,95,17,4.6875,2.8125,3.75,13,20,14,24,29,20,76,44,120,3,2,1,3,1,1,1,1,3,3,2,3,2,3,3,3,35,1,1,1,1,1,1,1,1,3,11,1,1,1,1,1,1,1,7,"below115","below128","below_m","odd","col",53
"344",344,"",13,"1",8,7,5,2,94,24,2.1875,3.75,2.96875,21,25,4,29,17,11,53,54,107,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,21,2,1,2,2,1,1,2,1,1,13,1,2,2,1,1,1,2,10,"below115","below128","below_m","even","mex",44
"345",345,"4.2",15,"2",8,5,3,1,100,22,3.4375,3.125,3.28125,18,23,14,28,31,14,77,51,128,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,46,2,2,2,2,2,3,2,2,3,20,2,2,2,2,3,2,2,15,"below115","below128","below_m","odd","col",81
"346",346,"",13,"1",8,7,5,2,100,16,3.4375,2.5,2.96875,13,19,11,13,14,10,48,32,80,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,18,1,2,1,2,1,2,3,1,1,14,1,1,1,1,1,1,1,7,"below115","below128","below_m","even","mex",39
"347",347,"",11,"1",6,10,5,2,79,22,3.125,2.8125,2.96875,15,23,12,27,25,16,68,50,118,3,3,2,3,3,1,3,2,3,3,2,3,3,1,3,3,41,3,3,3,3,1,2,2,3,2,22,1,1,1,1,2,1,1,8,"below115","below128","below_m","odd","mex",71
"348",348,"",13,"2",7,6,1,1,110,21,1.875,4.6875,3.28125,20,20,7,22,24,14,65,42,107,3,2,3,1,2,2,2,2,3,2,3,1,2,1,2,1,32,2,1,2,2,1,1,1,2,1,13,1,1,1,1,1,1,1,7,"below115","below128","above_m","even","col",52
"349",349,"3.7",14,"2",8,5,3,1,100,17,2.1875,2.5,2.34375,15,22,7,21,22,13,57,43,100,2,3,2,2,2,1,2,1,2,3,2,3,3,3,3,3,37,3,1,3,3,1,1,2,2,2,18,1,2,2,1,1,1,1,9,"below115","below128","below_m","odd","col",64
"350",350,"",13,"1",8,8,6,2,120,20,2.8125,4.375,3.59375,14,25,4,28,15,9,42,53,95,3,3,2,1,2,2,2,2,1,2,1,1,1,2,1,1,27,2,1,2,1,1,1,1,1,1,11,1,1,1,1,2,1,1,8,"above115","below128","above_m","even","mex",46
"351",351,"",14,"2",9,8,6,2,122,25,3.4375,3.75,3.59375,22,29,13,30,40,17,92,59,151,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,2,44,2,2,2,3,3,3,2,3,2,22,1,3,3,2,3,1,3,16,"above115","below128","above_m","odd","mex",82
"352",352,"",11,"1",6,10,5,2,130,19,2.8125,4.375,3.59375,9,19,13,19,20,12,54,38,92,2,1,3,3,1,3,2,3,3,3,2,3,3,1,3,1,37,1,2,1,1,1,2,2,1,2,13,1,2,3,2,1,1,2,12,"above115","above128","above_m","even","mex",62
"353",353,"",15,"1",7,6,1,1,121,23,2.5,3.75,3.125,20,25,12,28,25,13,70,53,123,3,3,1,3,1,1,2,2,2,3,1,2,2,2,2,1,31,2,2,2,3,1,2,1,2,3,18,1,1,1,1,1,1,1,7,"above115","below128","above_m","odd","col",56
"354",354,"",13,"1",8,8,6,2,126,25,1.25,5,3.125,13,30,4,23,9,4,30,53,83,3,3,3,1,3,1,3,2,1,1,1,1,1,1,1,1,27,1,1,1,1,1,1,1,1,1,9,1,1,1,1,3,1,1,9,"above115","below128","above_m","even","mex",45
"355",355,"4.2",12,"2",6,4,1,1,122,24,2.1875,3.4375,2.8125,7,24,4,23,15,8,34,47,81,2,1,1,1,2,1,2,2,2,3,1,2,2,2,2,1,27,1,1,1,1,1,1,1,1,2,10,2,1,1,1,2,1,1,9,"above115","below128","above_m","odd","col",46
"356",356,"3.4",11,"2",6,5,2,1,120,20,3.125,3.4375,3.28125,19,28,15,24,27,17,78,52,130,2,2,1,3,1,3,2,2,3,2,3,1,2,1,3,2,33,2,1,3,2,3,2,2,3,3,21,1,1,1,1,2,1,1,8,"above115","below128","above_m","even","col",62
"357",357,"",13,"2",7,3,4,1,123,21,2.1875,3.75,2.96875,25,25,14,27,18,8,65,52,117,2,2,3,2,3,3,2,2,3,2,1,2,3,3,2,2,37,3,3,2,3,2,2,2,3,3,23,2,3,2,1,2,1,1,12,"above115","below128","above_m","odd","col",72
"358",358,"4.2",12,"2",6,4,1,1,130,21,3.125,2.5,2.8125,13,28,15,28,31,12,71,56,127,3,3,1,3,1,1,2,3,2,3,2,3,2,3,3,2,37,1,2,1,2,2,1,2,1,2,14,1,1,1,1,1,1,1,7,"above115","above128","above_m","even","col",58
"359",359,"",11,"1",7,8,6,2,142,25,1.5625,3.75,2.65625,7,24,4,18,9,10,30,42,72,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,18,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,7,"above115","above128","above_m","odd","mex",34
"360",360,"",13,"1",9,8,6,2,140,17,2.8125,2.8125,2.8125,8,15,5,28,29,16,58,43,101,2,1,2,1,1,1,2,3,1,3,1,3,2,3,3,3,32,1,1,2,1,1,2,1,1,1,11,2,1,1,1,2,1,1,9,"above115","above128","above_m","even","mex",52
"361",361,"",12,"1",7,8,6,2,127,20,1.5625,5,3.28125,19,29,9,35,31,12,71,64,135,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,45,1,1,1,1,1,1,1,1,3,11,1,1,1,1,1,1,1,7,"above115","below128","above_m","odd","mex",63
"362",362,"",12,"1",7,8,6,2,137,24,4.0625,3.75,3.90625,7,27,7,17,10,15,39,44,83,2,1,2,1,1,1,1,2,3,3,3,1,2,1,1,1,26,1,1,3,1,1,1,2,1,1,12,1,1,1,1,1,1,1,7,"above115","above128","above_m","even","mex",45
"363",363,"",13,"2",8,8,6,2,120,10,4.6875,2.5,3.59375,10,20,6,23,32,17,65,43,108,2,2,2,3,2,1,1,1,2,3,2,3,2,3,3,3,35,1,1,2,1,1,2,2,1,1,12,1,1,2,1,1,1,1,8,"above115","below128","above_m","odd","mex",55
"364",364,"",12,"2",6,10,5,2,120,20,3.4375,3.4375,3.4375,15,18,8,28,32,12,67,46,113,3,3,2,2,2,2,3,2,3,3,2,3,2,3,3,3,41,2,1,1,2,1,1,1,1,3,13,1,1,2,1,1,1,1,8,"above115","below128","above_m","even","mex",62
"365",365,"",15,"1",9,1,1,1,126,20,3.125,4.375,3.75,16,29,13,20,21,14,64,49,113,3,3,3,3,2,3,2,2,1,3,2,2,2,3,3,2,39,2,2,1,2,1,1,1,1,3,14,2,2,3,1,1,1,1,11,"above115","below128","above_m","odd","col",64
"366",366,"",11,"2",6,1,1,1,126,23,3.4375,3.4375,3.4375,24,22,19,24,32,17,92,46,138,3,2,3,3,2,1,2,2,2,3,1,2,3,3,2,2,36,3,3,2,3,2,2,2,3,3,23,1,1,1,1,2,1,1,8,"above115","below128","above_m","even","col",67
"367",367,"",15,"1",9,6,1,1,127,25,2.1875,4.0625,3.125,17,18,18,24,26,15,76,42,118,2,2,3,2,3,1,2,2,2,3,2,3,3,3,2,1,36,2,3,3,3,2,3,1,2,3,22,1,2,3,2,3,1,1,13,"above115","below128","above_m","odd","col",71
"368",368,"",11,"1",7,7,5,2,121,21,3.125,5,4.0625,11,25,9,18,15,9,44,43,87,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,2,21,1,2,2,1,1,1,1,1,1,11,1,1,2,1,1,1,1,8,"above115","below128","above_m","even","mex",40
"369",369,"4.4",14,"2",7,5,3,3,133,24,2.8125,4.6875,3.75,16,22,7,24,25,11,59,46,105,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,1,23,1,1,2,1,1,1,1,1,1,10,2,1,1,1,3,1,1,10,"above115","above128","above_m","odd","col",43
"370",370,"4.2",12,"2",7,4,1,1,125,19,3.4375,3.125,3.28125,20,23,13,31,37,18,88,54,142,2,3,3,2,2,2,3,1,3,3,2,1,3,3,3,3,39,3,2,3,2,2,2,3,2,3,22,3,3,2,2,1,2,1,14,"above115","below128","above_m","even","col",75
"371",371,"",14,"1",9,1,1,1,120,19,3.4375,3.75,3.59375,9,18,4,23,14,6,33,41,74,2,2,1,1,2,1,1,3,2,3,2,3,3,3,2,2,33,1,2,2,2,1,1,1,1,2,13,1,2,3,2,1,1,1,11,"above115","below128","above_m","odd","col",57
"372",372,"3.7",13,"1",6,5,3,1,129,22,3.125,2.8125,2.96875,15,19,12,18,16,14,57,37,94,1,2,1,1,1,2,2,1,2,2,1,1,1,1,2,1,22,1,2,1,2,1,1,1,1,2,12,2,1,1,1,2,1,1,9,"above115","above128","above_m","even","col",43
"373",373,"",12,"2",8,8,6,2,120,17,3.125,3.125,3.125,12,22,9,23,21,10,52,45,97,2,3,2,2,3,2,3,2,2,3,2,1,2,3,2,1,35,2,2,2,3,1,1,1,2,1,15,1,1,1,1,1,1,1,7,"above115","below128","above_m","odd","mex",57
"374",374,"",13,"2",9,8,6,2,127,23,2.8125,3.125,2.96875,7,24,4,19,18,15,44,43,87,2,1,1,1,2,1,1,1,2,3,1,2,2,2,3,1,26,1,1,1,1,1,1,1,1,1,9,1,2,1,1,1,1,1,8,"above115","below128","above_m","even","mex",43
"375",375,"",13,"2",6,6,1,1,122,23,1.5625,4.0625,2.8125,19,22,12,27,25,15,71,49,120,1,3,1,3,2,1,3,3,3,3,3,3,1,3,3,1,37,3,3,3,3,3,3,2,3,3,26,1,1,1,1,1,1,1,7,"above115","below128","above_m","odd","col",70
"376",376,"4.2",13,"2",7,4,1,1,130,18,3.75,3.4375,3.59375,16,15,10,22,26,15,67,37,104,2,2,1,2,1,1,2,2,2,3,2,3,2,3,3,2,33,2,1,3,2,1,1,2,1,3,16,1,3,2,1,1,1,1,10,"above115","above128","above_m","even","col",59
"377",377,"",17,"2",9,6,1,1,120,22,4.6875,4.6875,4.6875,15,23,13,23,21,14,63,46,109,3,1,3,3,3,3,2,2,3,3,3,2,3,1,3,1,39,2,2,2,2,1,1,1,2,1,14,1,2,2,1,1,1,1,9,"above115","below128","above_m","odd","col",62
"378",378,"4.2",13,"2",8,4,1,1,122,21,2.8125,2.8125,2.8125,20,24,12,27,27,10,69,51,120,3,3,3,3,2,2,3,1,3,3,2,2,3,3,3,3,42,2,1,1,1,1,1,1,2,3,13,1,2,1,1,1,1,1,8,"above115","below128","above_m","even","col",63
"379",379,"",14,"1",9,6,1,1,134,21,4.0625,4.375,4.21875,17,21,16,25,26,13,72,46,118,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,47,2,2,2,2,3,2,2,3,3,21,2,3,3,1,3,1,1,14,"above115","above128","above_m","odd","col",82
"380",379,"4.2",12,"1",7,2,1,1,119,21,2.5,3.8,3.1,15,24,13,22,36,19,83,46,129,2,2,3,2,2,1,2,1,3,3,1,3,2,3,3,3,36,1,3,1,2,2,1,2,1,3,16,1,1,1,1,2,1,1,8,"above115","below128","above_m","even","col",60
"381",379,"",13,"1",8,7,5,2,116,24,1.9,4.7,3.3,16,27,9,26,17,7,49,53,102,3,3,2,2,2,1,3,2,2,1,2,1,2,1,1,2,30,2,1,2,1,1,2,1,1,2,13,1,2,1,1,1,1,1,8,"above115","below128","above_m","odd","mex",51
"382",379,"",15,"1",9,3,4,1,115,24,3.4,2.8,3.1,17,24,12,29,25,10,64,53,117,2,3,2,3,2,1,2,1,2,3,1,3,2,3,3,2,35,2,3,1,2,2,1,1,2,2,16,3,2,1,1,1,1,1,10,"below115","below128","above_m","even","col",61
"383",379,"",15,"1",7,6,1,1,119,25,2.2,5,3.6,14,28,4,19,9,8,35,47,82,3,3,2,2,1,1,3,2,2,2,1,1,1,2,1,1,28,1,1,1,2,1,1,1,1,1,10,1,1,1,1,1,1,1,7,"above115","below128","above_m","odd","col",45
"384",379,"",11,"2",6,10,5,2,115,24,1.6,3.8,2.7,14,26,7,19,19,10,50,45,95,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,19,1,1,1,2,1,1,1,1,1,10,1,2,1,1,2,1,1,9,"below115","below128","above_m","even","mex",38
"385",379,"",13,"1",8,6,1,1,116,20,5,3.4,4.2,22,25,17,24,40,17,96,49,145,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,44,2,2,2,3,2,2,1,3,3,20,2,1,3,1,2,1,1,11,"above115","below128","above_m","odd","col",75
"386",379,"",13,"2",7,6,1,1,119,23,2.2,3.1,2.7,22,23,16,27,34,14,86,50,136,2,3,2,2,2,2,3,3,2,3,2,3,2,3,3,1,38,3,2,2,3,2,2,2,3,3,22,1,1,2,1,2,1,1,9,"above115","below128","above_m","even","col",69
"387",379,"",14,"2",8,1,1,1,116,17,3.8,4.1,3.9,18,21,10,21,14,9,51,42,93,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,7,"above115","below128","above_m","odd","col",35
"388",379,"",12,"2",6,2,1,1,115,20,1.6,4.1,2.8,16,22,9,22,22,8,55,44,99,2,2,2,2,1,2,1,3,2,1,2,1,2,1,2,1,27,2,1,2,2,2,1,1,1,1,13,1,1,1,1,1,1,1,7,"below115","below128","above_m","even","col",47
"389",379,"",12,"1",8,8,6,2,115,18,3.1,3.1,3.1,20,19,7,22,11,9,47,41,88,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,30,2,1,2,3,1,1,1,1,2,14,1,1,1,1,1,1,1,7,"below115","below128","above_m","odd","mex",51
"390",379,"",13,"2",9,6,1,1,117,24,2.8,4.4,3.6,17,18,11,28,20,15,63,46,109,2,2,2,3,2,1,1,3,3,3,1,1,2,1,3,2,32,2,1,3,2,1,1,1,1,1,13,1,2,2,1,2,1,1,10,"above115","below128","above_m","even","col",55
"391",379,"",14,"1",9,6,1,1,117,14,2.5,2.8,2.7,21,14,12,18,32,10,75,32,107,2,1,1,1,1,1,1,1,2,2,1,1,2,3,2,2,24,2,2,2,2,1,1,1,1,2,14,1,1,1,1,2,1,1,8,"above115","below128","above_m","odd","col",46
"392",379,"",11,"1",8,9,5,2,115,18,2.8,4.4,3.6,11,24,6,28,19,16,52,52,104,2,2,2,2,1,2,1,1,2,3,1,2,3,1,2,1,28,1,1,2,1,1,1,2,1,1,11,1,2,2,1,1,1,1,9,"below115","below128","above_m","even","mex",48
"393",379,"",11,"1",6,3,4,1,117,25,3.4,3.8,3.6,13,20,7,25,20,11,51,45,96,2,2,1,2,2,1,1,2,2,2,2,1,2,1,2,1,26,1,1,2,1,1,1,1,1,1,10,1,2,1,1,1,1,1,8,"above115","below128","above_m","odd","col",44
"394",379,"4.2",13,"2",8,4,1,1,118,22,1.6,4.4,3,14,26,7,31,27,13,61,57,118,3,2,3,2,3,1,3,2,2,3,1,2,3,3,3,1,37,2,2,1,1,1,1,1,1,1,11,1,1,2,1,2,1,2,10,"above115","below128","above_m","even","col",58
"395",379,"",14,"2",9,6,1,1,117,16,2.5,4.1,3.3,14,19,12,21,24,12,62,40,102,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,20,1,2,2,2,1,2,2,2,1,15,1,1,1,1,1,1,1,7,"above115","below128","above_m","odd","col",42
"396",379,"",14,"2",9,6,1,1,115,18,3.4,1.9,2.7,16,17,12,22,33,14,75,39,114,3,3,2,3,3,3,3,2,3,3,2,2,2,2,1,2,39,2,2,1,3,1,1,1,2,3,16,1,2,2,1,2,1,1,10,"below115","below128","above_m","even","col",65
"397",379,"4.2",14,"1",7,5,3,1,117,24,2.2,4.7,3.4,20,30,12,33,35,15,82,63,145,3,3,2,2,3,2,3,2,3,3,2,2,2,3,3,1,39,3,2,2,1,1,2,3,2,1,17,2,2,3,1,1,1,1,11,"above115","below128","above_m","odd","col",67
"398",379,"4.2",12,"2",6,4,1,1,115,21,1.6,3.8,2.7,20,27,4,24,14,7,45,51,96,3,3,2,1,3,1,3,2,2,2,2,1,2,1,1,1,30,2,1,2,2,2,1,1,1,1,13,1,1,1,1,2,1,1,8,"below115","below128","above_m","even","col",51
"399",379,"4.2",12,"2",7,4,1,1,117,18,5,2.5,3.8,15,29,7,29,33,15,70,58,128,3,2,3,3,3,2,2,1,3,3,2,2,1,3,3,3,39,1,2,3,1,1,1,3,1,2,15,2,1,1,1,1,1,1,8,"above115","below128","above_m","odd","col",62
"400",379,"",14,"2",8,6,1,1,116,22,3.4,4.1,3.8,21,22,14,23,32,11,78,45,123,2,2,3,2,2,1,2,2,2,2,1,1,3,3,3,2,33,2,1,2,1,1,2,1,1,2,13,1,1,1,1,2,1,1,8,"above115","below128","above_m","even","col",54
"401",379,"3.8",11,"1",6,5,3,1,117,23,1.9,3.8,2.8,14,25,9,21,20,9,52,46,98,2,1,2,2,3,1,2,1,2,3,1,2,1,1,1,2,27,2,1,1,2,1,1,3,2,1,14,1,1,1,1,1,1,1,7,"above115","below128","above_m","odd","col",48
"402",379,"",12,"1",6,6,1,1,115,23,1.9,3.4,2.7,19,30,16,25,20,13,68,55,123,2,2,2,2,1,2,1,2,2,3,1,1,1,1,1,1,25,3,3,1,3,1,3,1,3,3,21,1,1,1,1,2,1,1,8,"below115","below128","above_m","even","col",54
"403",379,"4.2",15,"2",9,5,3,1,115,20,2.5,4.7,3.6,5,24,4,20,20,10,39,44,83,2,1,2,3,2,2,1,2,3,3,1,3,3,3,3,3,37,1,1,2,1,1,1,2,1,1,11,1,1,1,1,2,1,1,8,"below115","below128","above_m","odd","col",56
"404",379,"4.7",12,"1",7,4,1,1,121,25,2.5,4.7,3.6,23,27,13,23,21,9,66,50,116,2,2,1,2,3,1,2,3,1,2,1,1,1,2,1,1,26,1,2,1,3,1,1,2,1,2,14,1,2,1,1,1,1,1,8,"above115","below128","above_m","even","col",48
"405",379,"",13,"1",8,8,6,2,122,23,2.8,4.1,3.4,9,20,5,22,17,9,40,42,82,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,23,1,1,1,1,1,1,1,1,1,9,1,2,2,1,1,1,1,9,"above115","below128","above_m","odd","mex",41
"406",379,"",12,"2",8,8,6,2,138,19,3.1,2.5,2.8,12,19,6,22,22,9,49,41,90,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,28,1,2,1,1,2,1,2,1,2,13,2,2,2,1,2,2,1,12,"above115","above128","above_m","even","mex",53
"407",379,"",11,"2",6,1,1,3,135,22,2.8,4.7,3.8,8,19,4,21,12,10,34,40,74,2,2,1,1,1,2,2,1,1,2,1,2,1,2,3,3,27,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,7,"above115","above128","above_m","odd","col",43
"408",379,"",14,"1",9,8,6,2,132,21,3.1,2.8,3,17,19,10,28,23,15,65,47,112,2,2,2,1,1,2,1,2,3,3,2,2,2,2,2,1,30,1,1,2,1,1,1,1,1,1,10,2,2,3,1,3,1,2,14,"above115","above128","above_m","even","mex",54
"409",379,"",13,"2",7,6,1,1,121,20,3.4,3.1,3.3,20,25,12,28,32,16,80,53,133,2,2,3,3,3,2,2,2,2,2,2,1,2,1,2,3,34,2,2,2,2,2,2,2,2,2,18,2,2,2,1,2,2,1,12,"above115","below128","above_m","odd","col",64
"410",379,"4.2",14,"2",8,4,1,1,122,17,2.2,3.4,2.8,24,20,16,17,20,13,73,37,110,2,2,2,1,1,1,1,1,2,3,2,2,2,2,3,2,29,3,3,2,3,3,2,2,2,3,23,1,1,1,1,1,1,1,7,"above115","below128","above_m","even","col",59
"411",379,"",13,"1",8,8,6,2,122,21,4.1,4.7,4.4,18,29,4,27,18,15,55,56,111,2,2,3,2,2,3,1,2,2,3,2,2,2,3,2,3,36,1,1,2,1,1,1,3,1,1,12,2,2,2,1,1,1,1,10,"above115","below128","above_m","odd","mex",58
"412",379,"",13,"1",8,8,6,2,120,22,4.1,4.1,4.1,16,24,6,35,19,13,54,59,113,2,2,2,1,2,1,2,3,2,3,2,3,3,1,2,1,32,2,1,3,2,1,1,2,1,2,15,2,1,1,1,1,1,1,8,"above115","below128","above_m","even","mex",55
"413",379,"",13,"2",8,8,6,2,127,24,1.6,5,3.3,15,30,10,32,29,19,73,62,135,3,3,2,2,2,1,3,2,2,3,2,3,3,3,2,2,38,2,2,2,2,1,1,1,1,1,13,1,2,2,1,2,1,1,10,"above115","below128","above_m","odd","mex",61
"414",379,"",14,"1",6,6,1,1,131,9,1.9,4.1,3,9,24,5,14,13,9,36,38,74,2,3,1,2,2,1,1,1,1,2,1,1,2,1,2,2,25,1,1,1,2,1,1,1,2,3,13,1,1,1,1,2,1,1,8,"above115","above128","above_m","even","col",46
"415",379,"4.2",11,"2",6,2,1,1,126,24,2.8,4.4,3.6,16,29,5,23,13,16,50,52,102,2,2,2,1,1,1,1,1,2,3,2,1,1,1,2,1,24,2,1,2,1,1,1,1,2,2,13,1,1,1,1,1,1,1,7,"above115","below128","above_m","odd","col",44
"416",379,"4.0",14,"1",8,5,3,1,134,18,2.8,3.4,3.1,10,23,7,23,19,10,46,46,92,3,1,3,2,1,2,1,1,1,3,2,1,3,1,3,2,30,1,2,2,1,1,1,1,1,1,11,1,1,1,1,1,1,1,7,"above115","above128","above_m","even","col",48
